source_id,target_id,relation_type,ps_season,award_year
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1037,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1034,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1035,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1036,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1037,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1035,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1036,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1037,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1144,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1145,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1146,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1147,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1148,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1145,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1146,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1147,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1148,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1149,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1150,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1151,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1152,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1243,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1294,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3291,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2526,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2527,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2529,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2530,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2532,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2533,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2535,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2536,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2538,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2539,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2541,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2542,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2544,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2545,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2558,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2559,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2561,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2562,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2564,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2565,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2023
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2653,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2655,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2657,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2659,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2663,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2667,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2669,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2671,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2677,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2698,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:738,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:739,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:740,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:741,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:933,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:934,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:935,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:936,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:939,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:940,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:941,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:942,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1059,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1060,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1061,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1062,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1097,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1098,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1099,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1100,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1101,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1102,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1103,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1104,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1105,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1106,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1127,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1128,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1177,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1178,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1179,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1180,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1181,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1240,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1241,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1242,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1243,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1253,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1254,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1255,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1256,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1257,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1321,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1322,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1323,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1379,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1380,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1381,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1382,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1389,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1390,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1391,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1392,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1475,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1476,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1477,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1478,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1529,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1530,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1531,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1532,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1540,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1541,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1575,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1576,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1577,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1578,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1582,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1583,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1584,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1585,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1631,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2020,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1632,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1633,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2020
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1726,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1727,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1728,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:1729,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2318,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2319,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2320,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2322,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2323,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2324,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2326,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2327,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2328,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2330,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2331,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2332,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2334,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2335,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2336,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2338,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2339,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2341,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2342,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2343,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2357,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2358,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2359,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2369,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2370,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2371,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2377,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2378,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:2379,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3292,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:705,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2022,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:706,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2023,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:707,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2024,2022
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:717,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2024,2024
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:724,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2021,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:725,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2022,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:726,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2023,2021
4:14e49af8-fc14-4210-8dc9-d25f8a635f68:727,4:14e49af8-fc14-4210-8dc9-d25f8a635f68:3293,WON_PREVIOUSLY,2024,2021
